24.68175298,29.76635029,81.99804682,22.17520676,0,93.0742093,173.6739652,0.317423017,0.604174932,28.1250551,28.99423925,0.340342418
20.19763787,29.47367779,333.4986419,23.62181463,0,93.76555818,86.33388423,9.689348442,0.812585833,37.91674782,14.78022526,5.315286914
25.76204718,19.34550005,425.3900907,33.51100192,0,45.8676019,46.91602852,14.25145551,0.485335856,20.32757134,8.830557383,10.70405642
22.56105228,28.77578051,138.1041902,18.18491165,0,72.61104849,168.737046,0.202581866,0.961851863,37.31863682,22.99238708,0.880855739
31.61976989,21.73958556,734.4431898,24.11572619,1,13.12933987,49.5724238,16.87331194,0.194219794,3.946670192,9.080662514,10.34289769
22.59501938,29.32517472,89.92767113,20.44907987,0,88.72126829,108.9166691,0.008026368,0.548387097,36.46327524,29.302251,0.735007782
31.89260537,22.07626576,564.4474624,24.02935881,1,12.8615267,49.17603191,17.62789013,0.249061556,6.123359314,9.082868494,10.08975821
20.26657918,20.2948088,1131.099887,20.31617176,0,191.9937181,0.466872158,0.096041749,0.130191961,87.60893729,0.152012696,0.89086581
21.4415418,26.09759819,1462.027345,26.20319224,0,175.4649707,0.656514176,0.943296609,0.154118473,83.09401574,0.819666128,0.152653584
20.46723838,36.06363109,594.5097201,20.88122196,1,41.80906798,62.093247,0.680623798,0.107272561,28.06548497,12.50263998,0.463728751
21.44392224,34.77291177,1056.971953,21.07989746,0,47.65890446,0.901150548,0.181188391,0.306680502,20.57358193,0.227729118,0.235419782
26.50822474,18.91753899,538.5219886,21.2222663,1,13.95471125,43.37062491,14.92685685,0.554948576,7.622865966,8.610273059,11.47738101
20.11017182,35.87032685,603.7751396,23.52153081,1,42.89013886,69.00168349,0.324137089,0.601916562,22.44185004,10.89455739,0.512314219
24.96063112,28.10251167,93.3231605,29.04202399,0,72.57976125,43.3112008,0.654942473,0.695043794,29.09666371,6.823419673,0.70798059
22.30085147,34.09756767,759.6362194,34.2001709,1,0.633747368,69.99642627,0.121127964,0.517929624,0.372386853,11.682517,0.292550432
19.32993561,23.59495834,977.7361381,19.49809259,0,12.04228195,39.98168849,0.821893979,0.334330271,4.882280122,8.198622729,0.929532762
23.46278268,26.27231666,96.44337291,27.87072359,0,57.59121171,56.33940545,0.43836787,0.14230018,31.73867875,8.146018238,0.547218238
21.63649403,26.83294168,1592.394787,34.08395642,0,136.3058866,134.1337626,19.86717739,8.240826012,70.98614123,25.56132592,11.55580961
14.04244828,23.75667592,552.4080406,18.04754784,0,9.880261955,136.3886585,0.249977111,0.419049654,5.334405286,21.13549049,0.793542283
31.92278817,29.99267556,754.5523911,25.38346507,1,47.44759248,71.7888249,15.28601641,0.976561785,27.78507969,13.12974249,12.6756477
26.77816095,33.04651021,847.9049043,26.41941588,1,14.36473352,98.20920493,0.849787896,0.421430097,5.030100864,16.69969974,0.485488449
27.72057253,31.43815424,857.8844569,27.80028687,1,12.37993493,46.33364496,0.288888211,0.783532212,6.033730885,16.60459206,0.348033082
26.03054903,22.62672811,642.2528764,29.28357799,1,35.72986302,60.90547812,13.34176958,0.349406415,19.05590765,7.769974238,8.275318598
31.12567522,18.1647084,719.2144536,21.51493881,1,13.32527964,56.77782737,17.22946097,0.185613575,5.35859023,7.952263943,10.97981392
22.25592822,23.1940672,888.431959,27.55363628,0,177.1203875,0.932859279,0.129490036,0.021423994,95.27233169,0.491256447,0.906186102
